,tenure,MonthlyCharges,total_charges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,senior_yes_Yes,multiple_lines_Yes,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,payment_method_Credit card,payment_method_Electronic check,payment_method_Mailed check
1722,51,56.4,2928.5,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False
1723,6,20.1,100.35,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1724,3,94.9,273.2,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False
1725,17,94.2,1608.15,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,False,True,False
1726,30,49.9,1441.95,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1727,31,71.05,2168.15,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False
1728,45,81.65,3618.7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False
1729,64,89.45,5692.65,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
1730,1,59.85,59.85,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1731,1,69.6,69.6,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1732,61,99.0,5969.3,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False
1733,1,19.05,19.05,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1734,9,45.4,418.8,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False
1735,72,114.45,8100.55,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False
1736,1,19.5,19.5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1737,7,44.25,313.45,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1738,66,90.55,6130.95,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False
1739,1,69.9,69.9,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1740,40,20.4,745.3,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1741,16,71.4,1212.1,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
1742,2,87.15,183.75,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1743,67,24.85,1583.5,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1744,41,104.45,4162.05,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False
1745,56,19.8,1119.9,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1746,72,116.45,8013.55,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False
1747,3,84.75,264.85,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1748,54,20.05,1102.4,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1749,52,110.75,5832.0,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False
1750,50,89.7,4304.5,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
1751,14,89.95,1178.4,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False
1752,27,48.7,1421.75,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1753,72,96.6,6827.5,False,True,False,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False
1754,62,74.3,4698.05,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False
1755,12,54.3,654.5,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1756,44,74.85,3268.05,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False
1757,54,79.95,4362.05,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1758,68,20.05,1386.9,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1759,20,19.4,415.4,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1760,50,54.9,2614.1,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1761,58,24.45,1513.6,True,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1762,35,89.65,3161.6,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1763,2,45.4,80.95,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1764,63,75.7,4676.7,True,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True
1765,58,110.65,6526.65,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False
1766,27,20.55,583.3,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1767,71,115.15,8078.1,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False
1768,63,58.55,3503.5,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
1769,71,93.25,6669.45,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
1770,41,113.2,4689.5,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
1771,13,90.5,1201.15,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
1772,2,79.0,143.65,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1773,68,19.35,1292.65,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1774,1,48.75,48.75,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1775,65,109.05,7108.2,True,False,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,False
1776,72,25.0,1802.55,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1777,28,54.9,1505.15,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1778,72,24.75,1859.1,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1779,2,91.15,168.5,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
1780,18,20.15,390.85,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1781,60,104.35,6339.45,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False
1782,26,66.05,1652.4,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False
1783,1,71.65,71.65,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1784,4,20.35,77.5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1785,68,92.2,6392.85,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False
1786,38,84.25,3264.5,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False
1787,42,105.2,4599.15,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False
1788,57,19.6,1134.25,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1789,54,30.4,1621.35,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1790,12,78.1,947.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1791,44,61.5,2722.2,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True
1792,42,69.4,3058.3,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False
1793,72,24.75,1769.6,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1794,71,91.05,6293.75,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True
1795,19,89.65,1761.05,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
1796,23,73.65,1642.75,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False
1797,30,19.4,578.5,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1798,35,26.2,954.9,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1799,10,98.7,973.25,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False
1800,1,43.85,43.85,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1801,22,69.7,1490.4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1802,7,38.55,280.0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True
1803,36,53.1,1901.25,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True
1804,34,20.65,716.4,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1805,72,64.45,4720.0,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False
1806,36,25.1,930.95,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1807,1,76.35,76.35,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1808,23,79.15,1676.95,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1809,32,85.0,2642.05,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False
1810,71,95.15,6770.85,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False
1811,23,79.35,1835.3,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True
1812,17,96.65,1588.25,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1813,1,75.5,75.5,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False
1814,12,19.7,258.35,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1815,72,20.5,1502.25,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1816,1,19.2,19.2,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1817,72,98.35,6929.4,True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False
1818,60,74.35,4453.3,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1819,61,51.35,3244.4,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False
1820,6,45.65,323.45,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1821,32,85.3,2661.1,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
1822,31,86.55,2697.4,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1823,19,73.85,1424.5,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1824,72,20.3,1401.15,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1825,32,54.2,1739.6,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1826,65,90.65,5931.0,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
1827,45,50.9,2333.85,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1828,42,25.05,949.85,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1829,8,74.85,572.45,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1830,32,20.5,696.8,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1831,22,63.55,1381.8,False,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True
1832,57,44.85,2572.95,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
1833,1,47.95,47.95,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1834,1,45.1,45.1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1835,1,45.0,45.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1836,24,96.0,2122.45,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False
1837,1,20.05,20.05,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1838,54,90.05,4931.8,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False
1839,4,25.3,116.95,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1840,65,108.65,6937.95,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False
1841,56,24.3,1261.7,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1842,45,75.95,3273.8,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
1843,71,19.7,1415.85,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1844,59,66.4,3958.2,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False
1845,69,35.75,2492.25,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1846,19,18.8,279.2,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1847,55,19.4,1083.0,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1848,38,19.3,755.5,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1849,10,45.55,402.6,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1850,47,67.45,3252.0,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False
1851,2,35.1,68.75,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1852,1,46.2,46.2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1853,1,45.15,45.15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1854,1,43.3,43.3,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False
1855,46,20.1,936.85,True,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1856,38,57.15,2250.65,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False
1857,65,58.9,3857.1,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False
1858,19,73.2,1441.1,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1859,52,85.35,4338.6,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1860,71,19.45,1378.45,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1861,1,45.95,45.95,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1862,52,50.5,2566.3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False
1863,6,25.1,171.0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1864,26,60.7,1597.4,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
1865,48,99.0,4744.35,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False
1866,64,104.4,6721.6,False,True,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False
1867,3,83.75,247.25,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1868,1,44.05,44.05,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1869,72,24.1,1734.65,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1870,1,45.55,45.55,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1871,51,93.8,4539.35,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False
1872,41,19.7,804.25,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1873,72,70.65,5011.15,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False
1874,43,86.45,3574.5,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False
1875,72,114.1,8086.4,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False
1876,47,95.2,4563.0,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False
1877,72,88.55,6362.35,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False
1878,3,20.75,67.1,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1879,1,70.05,70.05,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1880,2,86.0,165.45,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
1881,26,44.65,1156.55,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1882,29,60.2,1834.15,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1883,35,100.5,3653.35,False,True,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False
1884,27,55.45,1477.65,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1885,24,70.3,1706.45,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False
1886,67,60.4,3953.7,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
1887,16,72.65,1194.3,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1888,23,55.8,1327.85,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1889,14,31.1,419.7,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1890,1,21.0,21.0,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1891,1,45.1,45.1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1892,4,50.95,207.35,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False
1893,16,69.1,1083.7,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False
1894,46,43.95,2007.85,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False
1895,68,86.5,5882.75,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False
1896,38,69.95,2657.55,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False
1897,30,50.4,1527.5,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1898,5,78.95,378.4,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1899,17,90.95,1612.2,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False
1900,4,19.9,76.65,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1901,12,20.15,260.7,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1902,72,90.6,6441.85,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False
1903,3,92.0,266.8,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False
1904,56,94.45,5124.6,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
1905,41,24.85,962.25,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1906,40,36.0,1382.9,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1907,7,78.5,571.05,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,False
1908,69,19.95,1399.35,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1909,7,20.65,150.0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1910,5,30.5,167.2,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1911,72,106.1,7657.4,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False
1912,44,20.5,865.05,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1913,65,95.5,6153.85,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False
1914,3,64.6,174.2,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False
1915,24,51.1,1269.6,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1916,44,84.8,3862.55,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False
1917,72,89.1,6352.4,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False
1918,24,54.95,1348.5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1919,1,50.9,50.9,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1920,22,20.45,471.55,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1921,70,85.95,5931.75,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False
1922,25,60.35,1404.65,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1923,37,19.8,726.1,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1924,22,85.35,1961.6,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
1925,59,72.1,4194.85,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False
1926,49,99.8,4872.45,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
1927,47,107.35,5118.95,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False
1928,31,19.55,658.95,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1929,1,81.05,81.05,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1930,3,20.5,76.95,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1931,53,111.8,5809.75,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False
1932,1,20.2,20.2,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1933,20,19.7,415.9,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1934,3,79.1,246.5,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1935,51,19.85,996.95,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1936,51,60.5,3145.15,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
1937,13,19.55,265.3,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1938,1,20.9,20.9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1939,1,21.05,21.05,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1940,63,71.5,4576.3,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False
1941,3,54.65,189.1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1942,46,19.2,908.15,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1943,1,49.8,49.8,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1944,8,25.5,215.2,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1945,71,20.5,1500.95,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1946,55,90.4,5099.15,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1947,70,90.25,6385.95,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False
1948,2,80.75,159.45,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1949,67,104.6,6885.75,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False
1950,65,91.85,5940.85,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1951,14,50.2,668.85,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
